style	source	zoom	condition	prop_id	meaning	type	value
Line-MajorHighway-JPN-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(220,224,224) a=230
Line-MajorHighway-JPN-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(19,21,26) a=128
Line-MajorHighway-JPN-Globe-Base	zoom	12-13		1	fillColor	rgba8	rgb(220,224,224) a=204
Line-MajorHighway-JPN-Globe-Base	zoom	12-13		2	strokeColor	rgba8	rgb(19,21,26) a=128
Line-MajorHighway-JPN-Globe-Base	zoom	13-17		1	fillColor	rgba8	rgb(220,224,224) a=128
Line-MajorHighway-JPN-Globe-Base	zoom	13-17		2	strokeColor	rgba8	rgb(19,21,26) a=230
Line-MajorHighway-JPN-Globe-Base	zoom	13-24		1	fillColor	rgba8	rgb(220,224,224) a=0
Line-MajorHighway-JPN-Globe-Base	zoom	13-24		2	strokeColor	rgba8	rgb(193,199,199) a=0
Line-MajorHighway-JPN-Globe-Base	zoom	0-9		1	fillColor	rgba8	rgb(192,192,165) a=77
Line-MajorHighway-JPN-Globe-Base	zoom	0-9		2	strokeColor	rgba8	rgb(92,74,58) a=102
Line-MajorHighway-JPN-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(181,180,176) a=64
Line-MajorHighway-JPN-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(92,74,58) a=153
Line-MajorHighway-JPN-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(181,180,176) a=64
Line-MajorHighway-JPN-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(92,74,58) a=153
Line-MajorHighway-JPN-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(171,167,161) a=128
Line-MajorHighway-JPN-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(92,74,58) a=153
Line-MajorHighway-JPN-Globe-Base	zoom	12-15		1	fillColor	rgba8	rgb(171,167,161) a=153
Line-MajorHighway-JPN-Globe-Base	zoom	12-15		2	strokeColor	rgba8	rgb(74,63,53) a=179
Line-MajorHighway-JPN-Globe-Base	zoom	15-24		1	fillColor	rgba8	rgb(220,224,224) a=0
Line-MajorHighway-JPN-Globe-Base	zoom	15-24		2	strokeColor	rgba8	rgb(193,199,199) a=0
Line-MajorHighway-JPN-Globe-Base	cond+zoom	15-24	feature:TransitAgency=[1]	1	fillColor	rgba8	rgb(213,219,219) a=0
Line-MajorHighway-JPN-Globe-Base	cond+zoom	15-24	feature:TransitAgency=[1]	2	strokeColor	rgba8	rgb(213,219,219) a=0
Line-MajorHighway-JPN-Globe-Base	cond+zoom	17-24	feature:TransitAgency=[1]	3	width	float	0
Line-MajorHighway-JPN-Globe-Base	cond+zoom	17-24	feature:TransitAgency=[1]	6	strokeWidth	float	0
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	0-8		1	fillColor	rgba8	rgb(152,158,158) a=230
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	0-8		2	strokeColor	rgba8	rgb(19,21,26) a=128
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(163,168,168) a=230
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(19,21,26) a=128
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(111,81,44) a=230
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(19,21,26) a=96
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	10-14		1	fillColor	rgba8	rgb(182,191,191) a=230
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	10-14		2	strokeColor	rgba8	rgb(19,21,26) a=230
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	14-17		1	fillColor	rgba8	rgb(200,204,204) a=128
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	14-17		2	strokeColor	rgba8	rgb(19,21,26) a=230
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	17-24		1	fillColor	rgba8	rgb(200,204,204) a=0
Ramp-Freeway-Connector-JPN-Globe-Base	zoom	17-24		2	strokeColor	rgba8	rgb(173,179,179) a=0
Ramp-Freeway-Connector-JPN-Globe-Base	cond+zoom	15-24	feature:TransitAgency=[1]	1	fillColor	rgba8	rgb(213,219,219) a=0
Ramp-Freeway-Connector-JPN-Globe-Base	cond+zoom	15-24	feature:TransitAgency=[1]	2	strokeColor	rgba8	rgb(213,219,219) a=0
Ramp-Freeway-Connector-JPN-Globe-Base	cond+zoom	17-24	feature:TransitAgency=[1]	3	width	float	0
Ramp-Freeway-Connector-JPN-Globe-Base	cond+zoom	17-24	feature:TransitAgency=[1]	6	strokeWidth	float	0
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	base			18	textSizeScale	float	1
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	0-7		1	fillColor	rgba8	rgb(147,184,233) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	0-7		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(116,147,187) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(136,154,179) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(136,154,179) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(160,182,198) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(171,183,191) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	12-14		1	fillColor	rgba8	rgb(184,186,188) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	12-14		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(171,174,176) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	15-17		1	fillColor	rgba8	rgb(157,162,166) a=128
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	15-17		2	strokeColor	rgba8	rgb(19,21,26) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	17-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	17-24		2	strokeColor	rgba8	rgb(129,137,137) a=0
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	0-5		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	0-5		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	5-6		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	5-6		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	6-7		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	6-7		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(192,194,196) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(192,194,196) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(171,174,176) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	12-13		1	fillColor	rgba8	rgb(171,174,176) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	12-13		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	13-14		1	fillColor	rgba8	rgb(171,174,176) a=230
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	13-14		2	strokeColor	rgba8	rgb(74,63,53) a=179
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(171,174,176) a=102
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(74,63,53) a=51
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	15-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	15-24		2	strokeColor	rgba8	rgb(129,137,137) a=0
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	7-8		3	width	float	1.75
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	7-8		6	strokeWidth	float	0.8
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	8-9		3	width	float	1.75
Roads-Localized-GBR-IRL-ClassOne-Globe-Base	zoom	8-9		6	strokeWidth	float	0.8
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	0-7		1	fillColor	rgba8	rgb(147,184,233) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	0-7		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(76,195,113) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(118,191,141) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(141,196,159) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(132,194,152) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(153,207,170) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	12-14		1	fillColor	rgba8	rgb(202,204,204) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	12-14		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(202,204,204) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	15-17		1	fillColor	rgba8	rgb(202,204,204) a=128
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	15-17		2	strokeColor	rgba8	rgb(19,21,26) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	17-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	17-24		2	strokeColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	0-5		1	fillColor	rgba8	rgb(174,171,167) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	0-5		2	strokeColor	rgba8	rgb(115,107,99) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	5-6		1	fillColor	rgba8	rgb(174,171,167) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	5-6		2	strokeColor	rgba8	rgb(115,107,99) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	6-7		1	fillColor	rgba8	rgb(174,171,167) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	6-7		2	strokeColor	rgba8	rgb(115,107,99) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(182,179,175) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(115,107,99) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(182,179,175) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(115,107,99) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(189,187,183) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(115,107,99) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(194,193,188) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(74,63,53) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(194,193,188) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(74,63,53) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	12-13		1	fillColor	rgba8	rgb(194,193,188) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	12-13		2	strokeColor	rgba8	rgb(74,63,53) a=230
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	13-14		1	fillColor	rgba8	rgb(194,193,188) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	13-14		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(194,193,188) a=102
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(74,63,53) a=51
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	15-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	15-24		2	strokeColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	8-9		3	width	float	1
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	8-9		6	strokeWidth	float	0.2
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	9-10		3	width	float	1.75
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	9-10		6	strokeWidth	float	0.8
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	10-11		3	width	float	1.75
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	10-11		6	strokeWidth	float	0.8
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	11-12		3	width	float	1.75
Roads-Localized-GBR-IRL-ClassTwo-Globe-Base	zoom	11-12		6	strokeWidth	float	0.8
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	0-7		1	fillColor	rgba8	rgb(147,184,233) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	0-7		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(116,147,187) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(136,154,179) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(136,154,179) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(160,182,198) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(171,183,191) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	12-14		1	fillColor	rgba8	rgb(184,186,188) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	12-14		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(171,174,176) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	15-17		1	fillColor	rgba8	rgb(157,162,166) a=128
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	15-17		2	strokeColor	rgba8	rgb(19,21,26) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	17-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	17-24		2	strokeColor	rgba8	rgb(129,137,137) a=0
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	0-5		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	0-5		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	5-6		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	5-6		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	6-7		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	6-7		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(216,215,211) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(192,194,196) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(192,194,196) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(171,174,176) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	12-13		1	fillColor	rgba8	rgb(171,174,176) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	12-13		2	strokeColor	rgba8	rgb(74,63,53) a=204
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	13-14		1	fillColor	rgba8	rgb(171,174,176) a=230
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	13-14		2	strokeColor	rgba8	rgb(74,63,53) a=179
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(171,174,176) a=102
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(74,63,53) a=51
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	15-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassOne-Tunnel-Globe-Base	zoom	15-24		2	strokeColor	rgba8	rgb(129,137,137) a=0
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	0-7		1	fillColor	rgba8	rgb(147,184,233) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	0-7		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	7-8		1	fillColor	rgba8	rgb(116,147,187) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	7-8		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	8-9		1	fillColor	rgba8	rgb(136,154,179) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	8-9		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	9-10		1	fillColor	rgba8	rgb(136,154,179) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	9-10		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	10-11		1	fillColor	rgba8	rgb(160,182,198) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	10-11		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	11-12		1	fillColor	rgba8	rgb(171,183,191) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	11-12		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	12-14		1	fillColor	rgba8	rgb(184,186,188) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	12-14		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	14-15		1	fillColor	rgba8	rgb(171,174,176) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	14-15		2	strokeColor	rgba8	rgb(19,21,26) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	15-17		1	fillColor	rgba8	rgb(157,162,166) a=128
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	15-17		2	strokeColor	rgba8	rgb(19,21,26) a=230
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	17-24		1	fillColor	rgba8	rgb(157,162,166) a=0
Roads-Localized-GBR-IRL-ClassTwo-Tunnel-Globe-Base	zoom	17-24		2	strokeColor	rgba8	rgb(129,137,137) a=0
Road-Label-Spacing-Large-Globe	cond+zoom	0-7	client:24=[3]	32	labelSpacing	float	48
Road-Label-Spacing-Large-Globe	cond+zoom	7-24	client:24=[3]	32	labelSpacing	float	360
Road-Label-Spacing-Large-Globe	cond+zoom	0-7	client:24=[3]	32	labelSpacing	float	500
Road-Label-Spacing-Large-Globe	cond+zoom	7-14	client:24=[3]	32	labelSpacing	float	500
Road-Label-Spacing-Large-Globe	cond+zoom	14-18	client:24=[3]	32	labelSpacing	float	450
Road-Label-Spacing-Large-Globe	cond+zoom	18-24	client:24=[3]	32	labelSpacing	float	550
Road-Label-Spacing-Large-Globe	cond+zoom	0-7	client:24=[2]	32	labelSpacing	float	48
Road-Label-Spacing-Large-Globe	cond+zoom	7-8	client:24=[2]	32	labelSpacing	float	100
Road-Label-Spacing-Large-Globe	cond+zoom	8-10	client:24=[2]	32	labelSpacing	float	248
Road-Label-Spacing-Large-Globe	cond+zoom	10-14	client:24=[2]	32	labelSpacing	float	360
Road-Label-Spacing-Large-Globe	cond+zoom	14-15	client:24=[2]	32	labelSpacing	float	248
Road-Label-Spacing-Large-Globe	cond+zoom	15-24	client:24=[2]	32	labelSpacing	float	248
Road-Label-Spacing-Large-Globe	cond+zoom	0-7	client:24=[2]	32	labelSpacing	float	175
Road-Label-Spacing-Large-Globe	cond+zoom	0-7	client:24=[2]	32	labelSpacing	float	475
Road-Label-Spacing-Large-Globe	cond+zoom	7-10	client:24=[2]	32	labelSpacing	float	475
Road-Label-Spacing-Large-Globe	cond+zoom	10-14	client:24=[2]	32	labelSpacing	float	450
Road-Label-Spacing-Large-Globe	cond+zoom	14-18	client:24=[2]	32	labelSpacing	float	400
