mode	style	prop	zoom	value
light	PhysicalFeature-Rank-1-2-Globe	0:visible	14-24	False
light	PhysicalFeature-Rank-1-2-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-1-2-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-1-2-Globe	23:fontSpec	0-24	%$default,bold-G3,width=140
light	PhysicalFeature-Rank-1-2-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-1-2-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-1-2-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	0-2	0.5
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	2-3	2.5
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	3-4	10
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	4-5	20
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	5-6	40
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	6-7	80
light	PhysicalFeature-Rank-1-2-Globe	29:fontSizeParam	7-24	160
light	PhysicalFeature-Rank-1-2-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-1-2-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Rank-1-2-Globe	59:dropShadowColor	0-24	rgb(51,39,34) a=26
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	0-2	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	2-3	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	3-4	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	4-5	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	5-6	{"height": 22.077922821044922, "heightCurve": 0, "heightCurveLimit": 27.272727966308594}
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	6-7	{"height": 27.272727966308594, "heightCurve": 0, "heightCurveLimit": 32.467533111572266}
light	PhysicalFeature-Rank-1-2-Globe	172:labelInfo	7-24	{"height": 32.467533111572266}
light	PhysicalFeature-Rank-3-5-Globe	0:visible	14-24	False
light	PhysicalFeature-Rank-3-5-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-3-5-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-3-5-Globe	23:fontSpec	0-24	%$default,bold-G3,width=140
light	PhysicalFeature-Rank-3-5-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-3-5-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-3-5-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	0-2	0.5
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	2-3	2.5
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	3-4	10
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	4-5	20
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	5-6	40
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	6-7	80
light	PhysicalFeature-Rank-3-5-Globe	29:fontSizeParam	7-24	160
light	PhysicalFeature-Rank-3-5-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-3-5-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Rank-3-5-Globe	59:dropShadowColor	0-24	rgb(51,39,34) a=26
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	0-2	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	2-3	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	3-4	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 14.285714149475098}
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	4-5	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	5-6	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 19.480518341064453}
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	6-7	{"height": 19.480518341064453, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
light	PhysicalFeature-Rank-3-5-Globe	172:labelInfo	7-24	{"height": 22.077922821044922}
light	PhysicalFeature-Rank-6-Globe	0:visible	14-24	False
light	PhysicalFeature-Rank-6-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-6-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-6-Globe	23:fontSpec	0-24	%$default,bold-G3,width=140
light	PhysicalFeature-Rank-6-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-6-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-6-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-6-Globe	29:fontSizeParam	0-2	0.5
light	PhysicalFeature-Rank-6-Globe	29:fontSizeParam	2-4	2.5
light	PhysicalFeature-Rank-6-Globe	29:fontSizeParam	4-5	5
light	PhysicalFeature-Rank-6-Globe	29:fontSizeParam	5-6	15
light	PhysicalFeature-Rank-6-Globe	29:fontSizeParam	6-7	40
light	PhysicalFeature-Rank-6-Globe	29:fontSizeParam	7-24	80
light	PhysicalFeature-Rank-6-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-6-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Rank-6-Globe	59:dropShadowColor	0-24	rgb(51,39,34) a=26
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	0-2	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	2-3	{"height": 9.090909004211426}
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	3-4	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	4-5	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 14.285714149475098}
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	5-6	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	6-7	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 19.480518341064453}
light	PhysicalFeature-Rank-6-Globe	172:labelInfo	7-24	{"height": 19.480518341064453}
light	PhysicalFeature-Rank-7-Globe	0:visible	14-24	False
light	PhysicalFeature-Rank-7-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-7-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-7-Globe	23:fontSpec	0-24	%$default,bold-G3,width=140
light	PhysicalFeature-Rank-7-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-7-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-7-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-7-Globe	29:fontSizeParam	0-1	0.5
light	PhysicalFeature-Rank-7-Globe	29:fontSizeParam	1-5	3
light	PhysicalFeature-Rank-7-Globe	29:fontSizeParam	5-6	10
light	PhysicalFeature-Rank-7-Globe	29:fontSizeParam	6-7	20
light	PhysicalFeature-Rank-7-Globe	29:fontSizeParam	7-8	30
light	PhysicalFeature-Rank-7-Globe	29:fontSizeParam	8-24	40
light	PhysicalFeature-Rank-7-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-7-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Rank-7-Globe	59:dropShadowColor	0-24	rgb(51,39,34) a=26
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	0-1	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	1-4	{"height": 9.090909004211426}
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	4-5	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	5-6	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 14.285714149475098}
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	6-7	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	7-8	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 19.480518341064453}
light	PhysicalFeature-Rank-7-Globe	172:labelInfo	8-24	{"height": 19.480518341064453}
light	PhysicalFeature-Rank-8-9-Globe	0:visible	14-24	False
light	PhysicalFeature-Rank-8-9-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-8-9-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-8-9-Globe	23:fontSpec	0-24	%$default,bold-G3,width=140
light	PhysicalFeature-Rank-8-9-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-8-9-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-8-9-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-8-9-Globe	29:fontSizeParam	0-1	0.5
light	PhysicalFeature-Rank-8-9-Globe	29:fontSizeParam	1-6	3
light	PhysicalFeature-Rank-8-9-Globe	29:fontSizeParam	6-7	11.5
light	PhysicalFeature-Rank-8-9-Globe	29:fontSizeParam	7-8	20
light	PhysicalFeature-Rank-8-9-Globe	29:fontSizeParam	8-9	37
light	PhysicalFeature-Rank-8-9-Globe	29:fontSizeParam	9-24	54
light	PhysicalFeature-Rank-8-9-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-8-9-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Rank-8-9-Globe	59:dropShadowColor	0-24	rgb(51,39,34) a=26
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	0-1	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	1-5	{"height": 10.389610290527344}
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	5-6	{"height": 10.389610290527344, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	6-7	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 14.285714149475098}
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	7-8	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	8-9	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 19.480518341064453}
light	PhysicalFeature-Rank-8-9-Globe	172:labelInfo	9-24	{"height": 19.480518341064453}
light	PhysicalFeature-Rank-1-2-Island-Globe	0:visible	7-24	False
light	PhysicalFeature-Rank-1-2-Island-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-1-2-Island-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-1-2-Island-Globe	23:fontSpec	0-24	%$default,bold,italic
light	PhysicalFeature-Rank-1-2-Island-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-1-2-Island-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-1-2-Island-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	0-2	0.5
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	2-3	2.5
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	3-4	10
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	4-5	20
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	5-6	40
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	6-7	80
light	PhysicalFeature-Rank-1-2-Island-Globe	29:fontSizeParam	7-24	160
light	PhysicalFeature-Rank-1-2-Island-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	0-2	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	2-3	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	3-4	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	4-5	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	5-6	{"height": 22.077922821044922, "heightCurve": 0, "heightCurveLimit": 27.272727966308594}
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	6-7	{"height": 27.272727966308594, "heightCurve": 0, "heightCurveLimit": 32.467533111572266}
light	PhysicalFeature-Rank-1-2-Island-Globe	172:labelInfo	7-24	{"height": 32.467533111572266}
light	PhysicalFeature-Rank-3-5-Island-Globe	0:visible	7-24	False
light	PhysicalFeature-Rank-3-5-Island-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Rank-3-5-Island-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Rank-3-5-Island-Globe	23:fontSpec	0-24	%$default,bold,italic
light	PhysicalFeature-Rank-3-5-Island-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Rank-3-5-Island-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Rank-3-5-Island-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	0-2	0.5
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	2-3	2.5
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	3-4	5
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	4-5	10
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	5-6	20
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	6-7	40
light	PhysicalFeature-Rank-3-5-Island-Globe	29:fontSizeParam	7-24	80
light	PhysicalFeature-Rank-3-5-Island-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	0-2	{"height": 12.98701286315918}
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	2-3	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	3-4	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 14.285714149475098}
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	4-5	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	5-6	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 19.480518341064453}
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	6-7	{"height": 19.480518341064453, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
light	PhysicalFeature-Rank-3-5-Island-Globe	172:labelInfo	7-24	{"height": 22.077922821044922}
light	PhysicalFeature-Area-Points-Globe	0:visible	16-24	False
light	PhysicalFeature-Area-Points-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Area-Points-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Area-Points-Globe	23:fontSpec	0-24	%$default,medium,width=132
light	PhysicalFeature-Area-Points-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Area-Points-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Area-Points-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Area-Points-Globe	29:fontSizeParam	0-13	0.5
light	PhysicalFeature-Area-Points-Globe	29:fontSizeParam	13-14	1
light	PhysicalFeature-Area-Points-Globe	29:fontSizeParam	14-15	3
light	PhysicalFeature-Area-Points-Globe	29:fontSizeParam	15-16	13
light	PhysicalFeature-Area-Points-Globe	29:fontSizeParam	16-17	23
light	PhysicalFeature-Area-Points-Globe	29:fontSizeParam	17-24	0.5
light	PhysicalFeature-Area-Points-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Area-Points-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Area-Points-Globe	59:dropShadowColor	0-24	rgb(51,39,34) a=26
light	PhysicalFeature-Area-Points-Globe	172:labelInfo	0-13	{"height": 12.98701286315918}
light	PhysicalFeature-Area-Points-Globe	172:labelInfo	13-14	{"height": 7.792207717895508, "heightCurve": 0, "heightCurveLimit": 11.038961410522461}
light	PhysicalFeature-Area-Points-Globe	172:labelInfo	14-15	{"height": 11.038961410522461, "heightCurve": 0, "heightCurveLimit": 13.636363983154297}
light	PhysicalFeature-Area-Points-Globe	172:labelInfo	15-16	{"height": 13.636363983154297, "heightCurve": 0, "heightCurveLimit": 16.233766555786133}
light	PhysicalFeature-Area-Points-Globe	172:labelInfo	16-17	{"height": 16.233766555786133, "heightCurve": 0, "heightCurveLimit": 18.83116912841797}
light	PhysicalFeature-Area-Points-Globe	172:labelInfo	17-24	{"height": 12.98701286315918}
light	PhysicalFeature-Region-Points-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Region-Points-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Region-Points-Globe	23:fontSpec	0-24	%$default,medium,width=70
light	PhysicalFeature-Region-Points-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Region-Points-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Region-Points-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Region-Points-Globe	29:fontSizeParam	0-8	3
light	PhysicalFeature-Region-Points-Globe	29:fontSizeParam	8-12	4
light	PhysicalFeature-Region-Points-Globe	29:fontSizeParam	12-24	6
light	PhysicalFeature-Region-Points-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Region-Points-Globe	170:labelColorSource	0-24	5
light	PhysicalFeature-Region-Points-Globe	172:labelInfo	0-6	{"height": 14.285714149475098}
light	PhysicalFeature-Region-Points-Globe	172:labelInfo	6-8	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Region-Points-Globe	172:labelInfo	8-12	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
light	PhysicalFeature-Region-Points-Globe	172:labelInfo	12-24	{"height": 22.077922821044922}
light	PhysicalFeature-Region-Points-Globe	187:labelDefaultTextPosition	0-24	256
light	PhysicalFeature-Region-Points-Globe	260:textElementMarginVertical	0-24	2.5
light	PhysicalFeature-Mountain-Points-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Mountain-Points-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Mountain-Points-Globe	24:textColor	0-9	rgb(184,134,87) a=255
light	PhysicalFeature-Mountain-Points-Globe	24:textColor	9-10	rgb(198,141,87) a=255
light	PhysicalFeature-Mountain-Points-Globe	24:textColor	10-12	rgb(206,147,91) a=255
light	PhysicalFeature-Mountain-Points-Globe	24:textColor	12-24	rgb(218,148,84) a=255
light	PhysicalFeature-Mountain-Points-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Mountain-Points-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Mountain-Points-Globe	58:sizeRange	0-24	[0.0, 2.0]
light	PhysicalFeature-Mountain-Points-Globe	59:dropShadowColor	0-24	rgb(0,0,0) a=128
light	PhysicalFeature-Coastal-Points-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Coastal-Points-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Coastal-Points-Globe	23:fontSpec	0-24	%$default,medium,italic
light	PhysicalFeature-Coastal-Points-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Coastal-Points-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Coastal-Points-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Coastal-Points-Globe	29:fontSizeParam	0-24	0.25
light	PhysicalFeature-Coastal-Points-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Coastal-Points-Globe	170:labelColorSource	0-24	5
light	PhysicalFeature-Coastal-Points-Globe	172:labelInfo	0-4	{"height": 14.285714149475098}
light	PhysicalFeature-Coastal-Points-Globe	172:labelInfo	4-12	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 12.98701286315918}
light	PhysicalFeature-Coastal-Points-Globe	172:labelInfo	12-24	{"height": 12.98701286315918}
light	PhysicalFeature-Coastal-Points-Globe	187:labelDefaultTextPosition	0-24	16
light	PhysicalFeature-Coastal-Points-Globe	260:textElementMarginVertical	0-24	2.5
light	PhysicalFeature-Island-Points-Globe	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Island-Points-Globe	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Island-Points-Globe	23:fontSpec	0-24	%$default,semibold,italic
light	PhysicalFeature-Island-Points-Globe	24:textColor	0-24	rgb(221,208,188) a=255
light	PhysicalFeature-Island-Points-Globe	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Island-Points-Globe	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Island-Points-Globe	29:fontSizeParam	0-24	0.5
light	PhysicalFeature-Island-Points-Globe	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Island-Points-Globe	170:labelColorSource	0-24	5
light	PhysicalFeature-Island-Points-Globe	172:labelInfo	0-24	{"height": 11.363636016845703}
light	PhysicalFeature-Island-Points-Globe	187:labelDefaultTextPosition	0-24	256
light	PhysicalFeature-Island-Points-Globe	260:textElementMarginVertical	0-24	2.5
light	PhysicalFeature-Undersea-Points-Globe-Base	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Undersea-Points-Globe-Base	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Undersea-Points-Globe-Base	23:fontSpec	0-24	%$default,semibold,width=100
light	PhysicalFeature-Undersea-Points-Globe-Base	24:textColor	0-24	rgb(29,104,241) a=255
light	PhysicalFeature-Undersea-Points-Globe-Base	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Undersea-Points-Globe-Base	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Undersea-Points-Globe-Base	29:fontSizeParam	0-24	0
light	PhysicalFeature-Undersea-Points-Globe-Base	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Undersea-Points-Globe-Base	170:labelColorSource	0-24	2
light	PhysicalFeature-Undersea-Points-Globe-Base	172:labelInfo	0-4	{"height": 12.337661743164062}
light	PhysicalFeature-Undersea-Points-Globe-Base	172:labelInfo	4-5	{"height": 12.337661743164062, "heightCurve": 0, "heightCurveLimit": 12.98701286315918}
light	PhysicalFeature-Undersea-Points-Globe-Base	172:labelInfo	5-12	{"height": 12.98701286315918}
light	PhysicalFeature-Undersea-Points-Globe-Base	172:labelInfo	12-14	{"height": 12.98701286315918, "heightCurve": 0, "heightCurveLimit": 13.636363983154297}
light	PhysicalFeature-Undersea-Points-Globe-Base	172:labelInfo	14-24	{"height": 13.636363983154297, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
light	PhysicalFeature-Undersea-Points-Globe-Base	187:labelDefaultTextPosition	0-24	1
light	PhysicalFeature-Undersea-Points-Globe-Base	260:textElementMarginVertical	0-24	2.5
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	23:fontSpec	0-24	%$default,bold,width=140
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	24:textColor	0-24	rgb(29,104,241) a=255
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	29:fontSizeParam	0-24	3
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	170:labelColorSource	0-24	5
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	172:labelInfo	0-24	{"height": 10.389610290527344}
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	187:labelDefaultTextPosition	0-24	256
light	PhysicalFeature-Undersea-Area-Points-Globe-Base	260:textElementMarginVertical	0-24	2.5
light	PhysicalFeature-Elevation-Points-Globe-Base	18:textSizeScale	0-11	1.2
light	PhysicalFeature-Elevation-Points-Globe-Base	18:textSizeScale	11-24	1.83
light	PhysicalFeature-Elevation-Points-Globe-Base	23:fontSpec	0-24	%$default,semibold,width=100
light	PhysicalFeature-Elevation-Points-Globe-Base	24:textColor	0-9	rgb(184,134,87) a=255
light	PhysicalFeature-Elevation-Points-Globe-Base	24:textColor	9-10	rgb(198,141,87) a=255
light	PhysicalFeature-Elevation-Points-Globe-Base	24:textColor	10-12	rgb(206,147,91) a=255
light	PhysicalFeature-Elevation-Points-Globe-Base	24:textColor	12-24	rgb(218,148,84) a=255
light	PhysicalFeature-Elevation-Points-Globe-Base	25:labelHaloColor	0-11	rgb(28,38,50) a=199
light	PhysicalFeature-Elevation-Points-Globe-Base	25:labelHaloColor	11-24	rgb(28,38,50) a=219
light	PhysicalFeature-Elevation-Points-Globe-Base	29:fontSizeParam	0-24	0
light	PhysicalFeature-Elevation-Points-Globe-Base	33:labelTextVisibility	0-24	1
light	PhysicalFeature-Elevation-Points-Globe-Base	170:labelColorSource	0-24	5
light	PhysicalFeature-Elevation-Points-Globe-Base	172:labelInfo	0-4	{"height": 12.337661743164062}
light	PhysicalFeature-Elevation-Points-Globe-Base	172:labelInfo	4-5	{"height": 12.337661743164062, "heightCurve": 0, "heightCurveLimit": 12.98701286315918}
light	PhysicalFeature-Elevation-Points-Globe-Base	172:labelInfo	5-12	{"height": 12.98701286315918}
light	PhysicalFeature-Elevation-Points-Globe-Base	172:labelInfo	12-14	{"height": 12.98701286315918, "heightCurve": 0, "heightCurveLimit": 13.636363983154297}
light	PhysicalFeature-Elevation-Points-Globe-Base	172:labelInfo	14-24	{"height": 13.636363983154297, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
